file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
7470.json,False,Theres no plan from Senate Democrats or the White House to replace the sequester.,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on ""Meet the Press.""",conspiracy
10092.json,False,"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free.","abortion,crime,criminal-justice,women",leticia-van-de-putte,Pharmacist,Texas,democrat,2.0,2.0,4.0,1.0,1.0,a video ad,"conspiracy, discredit"
7500.json,False,Says Kurt Schrader supports Obamas sequester but wont cut $1.6 million to fund new video games.,federal-budget,national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,an online ad,"conspiracy, discredit"
9926.json,False,Recently Rick Scott closed 30 womens health care centers across the state.,"health-care,state-budget,women",lois-frankel,,Florida,democrat,2.0,0.0,0.0,0.0,1.0,a fundraising email,conspiracy
2424.json,False,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.","federal-budget,medicare,military,social-security",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0.0,2.0,1.0,2.0,1.0,a campaign fundraising e-mail,"conspiracy, emotion"
1159.json,False,President Obama . . . wants to mandate circumcision.,"health-care,pundits",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,a radio broadcast,conspiracy
2621.json,False,Rick Scott doesnt have any ties to a lobbyist.,candidates-biography,jennifer-carroll,Lieutenant governor,Florida,republican,0.0,1.0,0.0,0.0,1.0,a speech,conspiracy
8408.json,False,"Congressional lawmakers earn their salaries FOR LIFE, which for House Minority Leader Nancy Pelosi would add up to $803,700 Dollars a year for LIFE including FREE medical.","congress,congressional-rules,federal-budget",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email and social media posts,"conspiracy, discredit"
1878.json,False,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""","health-care,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,conspiracy
11460.json,False,Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies.,"abortion,health-care,public-health,state-budget,state-finances",dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,an interview with Neil Cavuto of Fox News,"conspiracy, emotion, discredit"
9680.json,False,"Weve had about 3,000 murders in connection with lax border security.","crime,criminal-justice,immigration",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,an interview on Fox News.,"conspiracy, emotion"
9389.json,False,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,"history,military,veterans",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,messages on the Internet,"conspiracy, discredit"
11820.json,False,"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.",health-care,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,comments during the Iowa Republican presidential debate,"conspiracy, emotion"
6810.json,False,Says Mitt Romneys investments created zero jobs.,"candidates-biography,corporations,economy,jobs,message-machine-2012",workers-voice,Political action committee,District of Columbia,none,0.0,2.0,0.0,0.0,2.0,a mailer,"conspiracy, discredit"
5936.json,False,Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.,"foreign-policy,guns",craig-james,Former ESPN analyst,Texas,republican,0.0,0.0,1.0,0.0,1.0,"a speech in Tyler, Texas.",conspiracy
3397.json,False,"Any child born prematurely, according to the president, in his own words, can be killed.",abortion,rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,a speech to the Iowa Faith and Freedom Coalition.,"conspiracy, emotion, discredit"
5241.json,False,Nearly half of all persons under 30 did not go to work today.,"economy,jobs",mitch-daniels,governor,Indiana,republican,0.0,3.0,0.0,0.0,1.0,a Republican response to the State of the Union address,conspiracy
504.json,False,"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist.""",candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,"conspiracy, discredit"
3565.json,False,"Says Gov. Rick Scott lost Florida 331,247 jobs.",jobs,pink-slip-rick,,Florida,democrat,0.0,0.0,0.0,1.0,1.0,picket signs at a parade.,"Emotion, Trolling"
5006.json,False,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.","financial-regulation,new-hampshire-2012",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"a Republican presidential debate in Sioux City, Iowa",conspiracy
3852.json,False,Were going to be looking at $8 billion a day that were going to be pouring into foreign countries in order to import that make-up fuel that were going to need to take the place of what we could have gotten out of the gulf.,"energy,oil-spill,market-regulation",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,an interview on Fox,"conspiracy, emotion"
13492.json,False,Says he won the popular vote if you deduct the millions of people who voted illegally.,"elections,immigration",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,"conspiracy, emotion"
1974.json,False,"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.","candidates-biography,obama-birth-certificate",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail.,conspiracy
12135.json,False,An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.,environment,chris-abele,Philanthropist,Wisconsin,none,3.0,5.0,4.0,4.0,2.0,a television ad,conspiracy
12622.json,False,"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.",candidates-biography,michael-cohen,Special Counsel to Donald Trump,New York,none,0.0,0.0,0.0,0.0,1.0,a tweet,"conspiracy, discredit"
3675.json,False,"Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America.",elections,jon-husted,Ohio secretary of state,Ohio,republican,0.0,2.0,1.0,2.0,1.0,remarks to the Ohio League of Women Voters,conspiracy
10960.json,False,"Says the California flag was supposed to be apear, not a bear.",history,breitbart,,,none,0.0,0.0,0.0,0.0,2.0,an article on the Breitbart website,Conspiracy
8482.json,False,Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,"elections,women",democratic-governors-association,,,democrat,1.0,0.0,0.0,0.0,2.0,an email blast,"Emotion, Discredit"
4673.json,False,"Congressional Republicans have introduced dozens of bills on social issues and other topics, but zero on job creation.","abortion,congressional-rules,economy,families,gays-and-lesbians,government-efficiency,guns,labor,occupy-wall-street,religion,workers",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,an Internet post,conspiracy
707.json,False,The Books Sarah Palin tried to have banned.,candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,,conspiracy
12957.json,False,Says Donald Trumps Make America Great Again caps are made in China.,"candidates-biography,china,economy",celia-israel,"Realtor; Texas House member, District 50",Texas,democrat,0.0,0.0,1.0,0.0,1.0,a press conference by Austin Democrats,"conspiracy, discredit"
13261.json,False,We dont have any chess grandmasters in the United States.,sports,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Ambridge, Pa.",conspiracy
10387.json,False,"There are actual cities like Birmingham, England, that are totally Muslim where non-Muslims just simply dont go in.",religion,steven-emerson,Executive director of The Investigative Project on Terrorism,"Washington, D.C.",none,0.0,0.0,0.0,0.0,1.0,an interview on Fox News,"conspiracy, emotion, trolling"
2270.json,False,"Under the new health care law, all real estate transactions will be subject to a 3.8% Sales Tax","health-care,market-regulation,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,conspiracy
4438.json,False,The first round of stimulus ... it created zero jobs.,"economy,jobs,stimulus",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,the CNN/Tea Party Express debate,conspiracy
13257.json,False,Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.,"medicare,social-security",katherine-cloonen,State Representative,Illinois,democrat,0.0,0.0,0.0,0.0,1.0,a campaign ad,"conspiracy, discredit"
4108.json,False,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,"criminal-justice,history",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,"Conspiracy, Discredit"
12302.json,False,A simple review of the Backrooms health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.,"animals,ethics,food-safety",shawn-oconnor,Businessman,New Hampshire,democrat,0.0,0.0,0.0,0.0,1.0,a press release,conspiracy
12761.json,False,"I am the only candidate who ran in either primary who said, I will not raise taxes on the middle class.",taxes,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech.,"conspiracy, emotion"
4154.json,False,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.","health-care,military",victoria-jackson,columnist,Florida,republican,0.0,0.0,0.0,0.0,1.0,a column by Victoria Jackson,Conspiracy
5134.json,False,The Republicans have never done anything really to balance the budget.,"deficit,federal-budget",steve-cohen,U.S. Representative,Tennessee,democrat,0.0,0.0,1.0,0.0,1.0,"appearance on MSNBC's ""UP w/Chris Hayes""","conspiracy, discredit"
6587.json,False,The Obama administration even proposed banning farm kids from doing basic chores!,"agriculture,government-regulation",john-thune,U.S. Senator,South Dakota,republican,0.0,0.0,1.0,0.0,1.0,at the Republican National Convention in Tampa,"conspiracy, discredit"
5587.json,False,Make no mistake -- Sherrod Brown is one of the main D.C. politicians responsible for Ohio jobs moving to China.,"job-accomplishments,trade",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a news release,"conspiracy, discredit"
932.json,False,"The Obama Administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the President, and no longer to the Constitution.",patriotism,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,in many blogs and an email sent to many people.,"conspiracy, discredit"
9717.json,False,Women own just 1 percent of the worlds land.,"poverty,women",oxfam-ireland,,,none,0.0,0.0,0.0,0.0,1.0,an info-graphic tweet,conspiracy
728.json,False,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,immigration,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a video ad.,"conspiracy, discredit"
8293.json,False,Obamacare will question your sex life.,"health-care,privacy",betsy-mccaughey,,,republican,0.0,0.0,0.0,0.0,2.0,the New York Post,Conspiracy
12076.json,False,The fact is voter fraud is rampant.,"crime,elections",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,responding to reporters,conspiracy
2689.json,False,"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled.","economy,jobs",jim-renacci,U.S. representative,Ohio,republican,5.0,3.0,4.0,1.0,1.0,a debate,"conspiracy, discredit"
12339.json,False,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted.","gays-and-lesbians,pop-culture,sexuality,states",pat-mccrory,Governor of North Carolina,North Carolina,republican,5.0,2.0,3.0,0.0,1.0,a radio talk show appearance on the John Boy and Billy Big Show,"conspiracy, discredit"
4658.json,False,Says the national heath care reform is a government takeover of health care.,health-care,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a radio interview,conspiracy
13497.json,False,There was serious voter fraud in Virginia.,elections,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet.,conspiracy
5157.json,False,"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages.","gays-and-lesbians,marriage",judy-manning,State Representative,Georgia,republican,0.0,0.0,0.0,0.0,1.0,an interview,conspiracy
8472.json,False,Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.,"campaign-finance,military",rhode-island-tea-party,,,none,0.0,0.0,0.0,0.0,1.0,a posting on Twitter,"conspiracy, discredit"
4418.json,False,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,workers,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,conspiracy
11319.json,False,Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.,public-health,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,the CNN GOP presidential debate,conspiracy
1891.json,False,Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol.,education,roy-barnes,Attorney,Georgia,democrat,0.0,0.0,3.0,3.0,1.0,a speech,conspiracy
5722.json,False,The 2011 Legislature did not cut Texas public school funding.,"education,state-budget,state-finances",susan-combs,State comptroller,Texas,republican,0.0,1.0,0.0,0.0,1.0,a public appearance.,conspiracy
12840.json,False,"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.",candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"an interview on ""Fox News Sunday""","conspiracy, impersonation"
7325.json,False,"Statistics show one male cat can father 420,000 kittens in five years.","animals,science",central-falls-police-department,,,none,0.0,0.0,0.0,0.0,1.0,a news release,conspiracy
6417.json,False,"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.","message-machine-2012,welfare",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign ad,"conspiracy, emotion"
8430.json,False,The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs.,"education,religion",florida-stop-common-core-coalition,,Florida,none,0.0,0.0,1.0,0.0,1.0,a report linked to on a website,conspiracy
11852.json,False,Bioweapon! Zika virus is being spread by GMO mosquitos (sic),"animals,public-health",viral-image,,,none,5.0,5.0,0.0,3.0,15.0,comments on YouTube,"conspiracy, emotion"
10526.json,False,There is a very identifiable Somali community back home in Delaware.,"diversity,population,terrorism",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,remarks at a White House summit,conspiracy
2728.json,False,"Says Republican gubernatorial candidate Scott Walker increased his own pay by $50,000.","job-accomplishments,message-machine",advancing-wisconsin,,,none,0.0,0.0,0.0,0.0,1.0,campaign literature distributed by an outside group,conspiracy
13071.json,False,My opponent has no child care plan.,"children,corrections-and-updates",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a speech in Aston, Pa.","conspiracy, discredit"
13292.json,False,"Donald Trumps education plan to dramatically slash funding for public education would fire 49,000 Texas teachers.",education,progress-texas,,Texas,none,3.0,0.0,1.0,0.0,2.0,a blog post,"Conspiracy, Discredit"
5159.json,False,The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.,"federal-budget,history,military",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a Republican presidential debate in Myrtle Beach, S.C.","conspiracy, emotion"
11642.json,False,"President Barack Obama wants to take in 250,000 (people) from Syria.","immigration,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Beaumont, Texas",Conspiracy
1339.json,False,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.","energy,environment",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,Conspiracy
11323.json,False,You know our current president is (Muslim). You know hes not even an American.,"islam,obama-birth-certificate,terrorism",town-hall-audience-member,,,none,0.0,0.0,0.0,0.0,1.0,"a town hall held by Donald Trump in Rochester, N.H.","conspiracy,discredit"
2518.json,False,Says the headlines tell the story of how Walker has mismanaged Milwaukee County,"job-accomplishments,message-machine",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a campaign TV ad,"conspiracy, discredit"
6636.json,False,Says she was misquoted and didnt say that the Israeli ambassador said what the Republicans are doing is dangerous for Israel.,israel,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,comments to Fox News,"conspiracy, discredit"
9484.json,False,Says Barack Obama said that ordinary men and women are too small-minded to govern their own affairs and that individuals should surrender their rights to an all-powerful sovereign.,foreign-policy,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,emails and social media posts circulating on the Internet,"conspiracy, discredit"
3771.json,False,"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent.","deficit,federal-budget,history",nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a chart posted on her Flickr account,discredit
10279.json,False,"Says a man in Ferguson, Mo., was photographed holding a sign that said, No mother should have to fear for her sons life every time he robs a store.","criminal-justice,diversity",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, trolling"
13289.json,False,Creflo Dollar has endorsed Republican Donald Trump for president.,bipartisanship,social-media,,,none,0.0,0.0,0.0,0.0,2.0,social media sites,"Conspiracy, Impersonation"
9945.json,False,A Scott Rothstein victim says that he was swindled by Charlie Crist.,"crime,legal-issues,message-machine-2014",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,TV ad,"conspiracy, discredit"
3587.json,False,Says Congressman Eric Cantor wants to eliminate Social Security.,social-security,campaign-americas-future,,,democrat,0.0,0.0,0.0,0.0,1.0,a TV ad.,"conspiracy, discredit"
7161.json,False,Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.,"foreign-policy,guns",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email.,"conspiracy, discredit"
12333.json,False,Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F. Kennedy.,"candidates-biography,history",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on Fox News,conspiracy
4721.json,False,China is trying to develop nuclear capability.,"china,foreign-policy,military,nuclear",herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,"an interview on ""PBS Newshour""",conspiracy
3778.json,False,"Next year, you will be mandated by federal law to get rid of your existing light bulbs.","energy,market-regulation",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a fundraising letter,Conspiracy
5411.json,False,Today gasoline hit $6 a gallon in Florida.,"energy,gas-prices,tourism",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a debate in Arizona,discredit
4228.json,False,There was a loss of eight million jobs during the Bush eight years.,"economy,history,jobs",harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,a Senate floor speech,conspiracy
11591.json,False,"The federal government is sending refugees to states with governors who are Republicans, not to the Democrats.",immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview on Laura Ingraham's radio show,"conspiracy, discredit"
8513.json,False,"With a bill bringing $100 million in property tax relief, the typical Wisconsin homeowner will save approximately $680 over four years.","state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a press release,conspiracy
1095.json,False,The health care reform bill -- on Page 16 -- outlaws private insurance.,"corporations,health-care,pundits,market-regulation",ibdeditorialscom,,,none,0.0,1.0,0.0,0.0,1.0,an editorial.,conspiracy
13297.json,False,"When Rachel Zenzinger was on the Arvada City Council, she voted to spend taxpayer funds for a junket to China.","china,city-government",colorado-citizens-accountable-government,,,none,0.0,0.0,0.0,0.0,2.0,a mailer,Conspiracy
1496.json,False,"The stimulus bill ""didnt create one new job.""","stimulus,workers",scott-brown,,New Hampshire,republican,2.0,2.0,1.0,3.0,1.0,a press conference,conspiracy
5837.json,False,"Says the stimulus bill sent tax credits overseas, such as $1.2 billion to a solar company thats building a plant in Mexico.","corporations,energy,environment,government-efficiency,message-machine-2012,stimulus",americans-prosperity,,,none,6.0,7.0,2.0,1.0,2.0,a TV ad,"conspiracy, discredit"
5545.json,False,An independent payment advisory board created by the health care reform law can ration care and deny certain Medicare treatments.,"health-care,medicare,message-machine-2012",pat-boone,spokesman for the 60 Plus Association,,none,0.0,1.0,0.0,0.0,2.0,a television ad,conspiracy
5531.json,False,Says her accomplishments include a fiscally responsible budget agreement that controls state spending.,"state-budget,state-finances",chris-telfer,,Oregon,republican,0.0,0.0,0.0,0.0,1.0,a press release,"conspiracy, impersonation"
11024.json,False,"After actions by Gov. Scott Walker and Republicans, Wisconsin is dead broke.","education,state-budget,taxes",occupy-democrats,,,organization,0.0,4.0,3.0,1.0,4.0,a Facebook post,"conspiracy, discredit"
11452.json,False,Says Bernie Sanders is going to tax you people at 90 percent.,taxes,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,comments at a rally.,"conspiracy, emotion"
7943.json,False,U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.,"families,marriage,women",lauren-benedict,"Chairwoman, Georgia's WIN List",Georgia,democrat,0.0,0.0,0.0,0.0,1.0,a Georgia's WIN List press release,"conspiracy, discredit"
12444.json,False,No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trumps achievement is remarkable.,"elections,history",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a post on Twitter,conspiracy
11217.json,False,"Says Michele Bachmann said, The Chinese built a Great Wall 5,000 years ago. You dont see any illegal Mexicans in China.",immigration,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme.,"conspiracy, trolling"
2078.json,False,Transporting drugs is the price of admission for people crossing the border illegally.,"crime,drugs,homeland-security,human-rights,immigration,marijuana",john-loughlin,"owner, Media-Rite LLC",Rhode Island,republican,1.0,2.0,0.0,0.0,1.0,a comment on The Helen Glover Show,conspiracy
5018.json,False,No federal official at any level is currently allowed to say Merry Christmas.,religion,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,"a campaign event in Davenport, Iowa",conspiracy
11393.json,False,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",religion,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,Facebook posts,"conspiracy, emotion"
5208.json,False,Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.,"animals,city-government",ken-cuccinelli,Attorney General,Virginia,republican,1.0,10.0,3.0,2.0,1.0,an interview.,conspiracy
11429.json,False,"Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.",health-care,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a graphic circulating on the Internet,impersonation
5714.json,False,Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!,immigration,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email,Conspiracy
10868.json,False,Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.,elections,national-republican-senatorial-committee,,,republican,11.0,5.0,7.0,2.0,5.0,a tweet,conspiracy
8232.json,False,Says Gov. Scott Walker hasnt done a public event this entire year.,"state-budget,transparency",chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat,6.0,5.0,0.0,1.0,1.0,an interview,"Emotion, Discredit"
2351.json,False,"Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.",immigration,jan-brewer,,Arizona,republican,3.0,1.0,1.0,0.0,1.0,a TV interview,conspiracy
11903.json,False,Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.,"candidates-biography,federal-budget,health-care,public-health",jonathan-stickland,State representative,Texas,republican,1.0,0.0,0.0,0.0,1.0,a TV ad,"conspiracy, discredit"
8410.json,False,No doctors who went to an American medical school will be accepting Obamacare.,"health-care,pundits",ann-coulter,Columnist and author,New York,republican,2.0,3.0,3.0,0.0,4.0,a column,"conspiracy, discredit"
9207.json,False,Dan Patrick changed his name from Danny Goeb to hide from his debts.,"bankruptcy,candidates-biography",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,a video ad,"conspiracy, discredit"
1016.json,False,The federal Hate Crimes Prevention Act bill would create special protection for pedophiles.,crime,steve-king,,Iowa,republican,1.0,1.0,1.0,0.0,1.0,a Fox News interview,"conspiracy, discredit"
3521.json,False,Says Wisconsin Supreme Court candidate JoAnne Kloppenburg put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm.,"candidates-biography,legal-issues",citizens-strong-america,,Wisconsin,none,0.0,0.0,0.0,0.0,1.0,a TV ad,"conspiracy, discredit"
1392.json,False,Says Land Commissioner Jerry Patterson threatened to shoot him.,guns,hector-uribe,Attorney,Texas,democrat,0.0,0.0,0.0,0.0,1.0,a press release,"conspiracy, discredit"
1041.json,False,"Inside the stimulus package is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.","economy,religion,stimulus",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an e-mail,conspiracy
8619.json,False,Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,"environment,guns,health-care,public-health",allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,a blog on his website,conspiracy
7240.json,False,Says 11 states have more people on welfare than employed.,welfare,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email sent to PolitiFact Texas,"Emotion, Discredit"
9625.json,False,"Says former Federal Reserve Chairman Alan Greenspan said that if the workers are more insecure, thats very healthy for the society because theyll serve the masters gladly and passively.","economy,labor,workers",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme on social media,"conspiracy, impersonation"
4384.json,False,"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.",candidates-biography,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,web pages,"conspiracy, discredit"
8812.json,False,"Forty years ago, hardly anybody in the country had health insurance.",health-care,louie-gohmert,U.S. House member,Texas,republican,2.0,6.0,1.0,0.0,1.0,an interview on Fox News,conspiracy
9284.json,False,"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.","corrections-and-updates,health-care",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a newsletter,"conspiracy, discredit"
8834.json,False,25% of human trafficking victims are located in Texas.,"crime,labor",john-cornyn,Senator,Texas,republican,5.0,3.0,6.0,2.0,1.0,an online commentary,conspiracy
7333.json,False,Says his plan to raise car registration to $56 would still leave Virginia with a fee thats equal to or lower than most states.,"taxes,transportation",bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a news conference.,"conspiracy, discredit"
7531.json,False,U.S. Rep. Scott Rigell wants gun owners in a federal registration system.,guns,national-association-gun-rights,,,none,0.0,0.0,0.0,0.0,1.0,a TV ad.,"Conspiracy, Discredit"
2160.json,False,We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.,"elections,immigration",preston-smith,,Georgia,republican,0.0,0.0,0.0,0.0,1.0,a news release,conspiracy
6229.json,False,"In the last 10 years, only one piece of legislation has been cosponsored and passed by John Duncan Jr.",voting-record,nick-ciparro,Student,Tennessee,republican,0.0,0.0,0.0,0.0,1.0,Posted by Ciparro's website,Conspiracy
6328.json,False,"Says Mitt Romney backed a bill that outlaws all abortions, even in cases of rape and incest.","abortion,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV ad,"conspiracy, discredit"
